year,station,do,ph,co,bod,na,tc,wqi
2011,2422,7.5,7.9,205,1.5,1,3542,82.58
2011,1642,7.1,7.7,283,2.3,1.73,6692,82.4
2011,1643,7.4,8,263,1.7,0.65,6617,82.4
2011,1455,8.1,8,300,2.3,0.45,4569,82.4
2011,1456,7.8,8,13103,2.1,0.59,739,82.04
2011,2426,7.4,8,207,1.5,0.53,2872,82.58
2011,2427,7.2,8,198,1.4,0.57,1850,82.58
2011,1685,6.5,8.1,729,1,0.65,468,87.66
2011,2444,3,8.1,1086,1.8965,0.1,468,70.8
2011,2442,6.9,8.2,10910,1.8965,0.02,468,87.66
2011,2443,6,8,17990,1.8965,0.07,468,87.66
2011,2445,4.8,7.7,48500,1.8965,0.34,468,76.42
2011,1450,6.3,7.6,830,1.8,0.24,2020,82.04
2011,1159,7.4,7.6,104,1.2,0.09,468,88.38
2011,1885,6.9,7.8,440,3.4,1.21,468,82.98
2011,1023,5.8,7.2,732,8.5,3.83,4838,67.06
2011,1024,5.6,7.4,1322,15.3,15,41500,55.82
2011,1295,5.4,7.3,809,10,4.2,8975,67.06
2011,1473,5.7,7.3,1103,14.3,13.75,52500,55.82
2011,1698,5.7,7.5,906,24,14.18,17625,55.82
2011,1699,3.5,7.4,1064,20,13.2,14500,44.58
2011,1700,3.2,7.6,1197,27.3,19.2,40250,44.58
2011,1701,4.7,7.3,1383,32.8,16.4,42875,50.2
2011,1702,4.8,7.4,1063,16,5.03,8025,61.44
2011,1703,5.3,7.5,1532,18.3,15.8,63500,55.82
2011,1704,5.6,7.5,1269,34.5,12.15,60000,55.82
2011,1705,5.4,7.4,1194,22,8.3,35000,55.82
2011,1025,6.1,6.8,780,14.7,0.516,468,75
2011,1026,6.1,6.8,773,14.7,0.516,468,75
2011,1887,6,7,820,15.3,0.516,468,78.3
2011,1718,4.8,7.9,650,3.2,0.68,62,71.74
2011,1719,5,7.3,390,2.8,0.14,20,82.04
2011,1871,8.3,7.6,334,1,0.49,16,93.28
2011,2624,8.2,7.7,316,1.2,0.48,20,93.28
2011,1884,3.1,7.8,1261,195.4,4.78,468,47.4
2011,2625,8.3,7.6,304,1.2,0.51,20,93.28
2011,1870,5.5,7.6,743,7.6,1.02,166,72.68
2011,2948,5.1,7.8,657,1.7,0.26,23,87.66
2011,2947,5.3,7.8,623,1.7,0.516,468,82.04
2011,2869,8.7,7.1,252,4.9,0.516,10,88.96
2011,2875,5.1,7.2,17,1,0.516,10,88.56
2011,2868,10,7.4,157,0.6,0.516,5,99.44
2011,1424,5.9,7,164,1.6,0.516,74,82.58
2011,1457,6.1,7.3,141,1.4,0.516,63,88.38
2011,1627,5.6,7.1,427,1.4,0.516,175,82.04
2011,1628,4.7,7,527,1.9,0.516,42,82.04
2011,2861,5.5,8.6,116,4.5,0.516,113,74.78
2011,2862,6.8,6.8,160,1.5,0.516,23,90.52
2011,2864,7,7.4,47,1,0.516,5,99.8
2011,2874,7.3,7.8,116,1.2,0.516,10,94
2011,1458,5.5,7.3,179,1.2,0.516,75,82.58
2011,1624,4.7,7.4,220,1.6,0.516,140,76.96
2011,2863,4.9,7,180,1.2,0.516,10,82.58
2011,2873,5.8,7.8,367,6.2,0.516,95,72.68
2011,1925,5.8,7.4,249,1,0.516,37,88.02
2011,2877,6.2,6.9,182,2.1,0.516,8,90.52
2011,1926,5.5,7.7,356,1.2,0.516,202,82.04
2011,2878,5.1,6.9,190,2.3,0.516,33,84.9
2011,2867,5.2,7.1,164,2.8,0.516,20,88.2
2011,2852,4.6,7,188,2.8,0.516,18,82.58
2011,2879,5.6,6.6,165,1.9,0.516,23,78.3
2011,1625,1.9,6.8,484,15.3,0.516,1075,41.28
2011,1626,2.5,7.1,424,16.7,0.516,682,44.58
2011,2858,5.5,6.9,118,2.8,0.516,10,85.08
2011,2859,6,7,100,4.2,0.516,10,89.32
2011,2860,4.9,6.9,93,3.6,0.516,25,74.78
2011,2880,4.8,7,167.1,2.8,0.516,468,76.96
2011,1927,5.4,7.2,211,1.1,0.516,78,82.58
2011,2853,6,7.5,231,1.1,0.516,10,93.64
2011,2854,5.6,7.1,319,4.4,0.516,15,82.98
2011,2856,5.7,6.9,261,2.3,0.516,53,79.1
2011,2870,9.9,7.1,163,1,0.516,35,93.82
2011,2872,6.1,7.6,163,4.5,0.516,25,89.14
2011,2855,5.1,6.9,170,2.5,0.516,10,84.9
2011,2876,3.8,7,192,3,0.516,23,76.96
2011,1632,7.8,7.2,139,1.9,0.56,359,88.38
2011,1428,6.5,3.1,489,6.1,0.52,47,67.42
2011,1631,7.3,7,162,2.2,0.69,2633,82.58
2011,1633,7.8,7.1,136,1.9,0.52,409,88.38
2011,1427,7.7,7.1,205,7,0.84,461,78.84
2011,2050,8.1,7.1,267,1,0.11,12,93.64
2011,2051,8,7,278,1.1,0.11,18,93.64
2011,2052,6.9,7.2,268,1.1,0.11,37,93.64
2011,2053,6.8,7.1,286,1.3,0.11,29,93.64
2011,1403,6.6,7.8,149,1.8,0.516,340,88.38
2011,1404,6.3,8,164,3.4,0.3,528,77.9
2011,1726,6.6,7.9,196,4.4,0.8,648,77.9
2010,2459,5.6,7.5,15608,25,18.73,5,83.92
2010,2460,3.7,7.5,39503,13.5,25.71,468,60.88
2010,2461,4.7,7.6,46170,21.5,19.69,468,67.06
2010,2462,5.8,7.8,378,1.8965,2.61,468,82.04
2010,2463,6.6,7.7,489,1.8965,2.66,350,87.66
2010,2464,6.6,7.4,492,1.8965,3.6,468,87.66
2010,2465,6.2,7.8,359,1.8965,3.67,468,87.66
2010,2466,5.8,7.7,8757,1.8965,10.45,4,93.28
2010,1860,5.1,8.1,533,3.7,0.45,7500,71.74
2010,1861,7.1,8,555,2,0.35,15000,70.8
2010,1862,6.8,8.2,26600,3.1,0.62,23000,66.12
2010,1865,8.1,7.6,938,8.6,0.4,108,78.3
2010,1148,6.2,7.8,7778,2.7,0.26,6581,82.04
2010,1434,6.7,7.2,1440,46,0.2,330,78.3
2010,1438,3.2,7.7,885,6.3,0.51,9575,55.82
2010,1399,6.6,6.5,58,1.8,0.87,53,78.66
2010,1475,6.6,6.6,145,1.5,0.65,98,78.48
2010,1400,6.3,6.6,55,1.8,0.36,140,78.66
2010,1476,6.4,6.4,188,2,0.44,153,71.7
2010,1543,6.9,6.2,61,1.7,1.07,117,72.06
2010,1548,7.2,6.1,62,2.6,0.92,123,72.06
2010,2276,6.9,6.6,154,1.9,0.83,173,78.3
2010,2275,7,6.3,742,1.6,0.42,139,71.16
2010,1546,7.6,6.2,62,1.1,0.38,160,72.06
2010,2270,7.1,6.2,69,1.4,0.56,141,72.06
2010,2272,6.8,6,93,1.9,0.75,136,71.88
2010,1545,7.1,6.2,89,1.4,0.68,119,71.88
2010,2274,6.3,6.2,110,1.5,0.59,157,71.88
2010,2271,6.2,7,77,1.8,0.46,173,88.38
2010,2273,6.2,6.8,67,1.7,0.61,145,85.26
2010,1547,6.9,6.5,62,1.4,0.6,107,78.66
2010,1544,6.7,6.2,62,0.9,0.57,187,72.06
2010,2651,6.8,7.9,119,3.5,0.58,517,78.08
2010,1461,7,7.7,88,3.2,0.13,17,89.32
2010,2653,6.9,7.3,70,3.4,0.19,468,83.88
2010,2654,7.4,7.2,77,3,0.23,468,88.38
2010,1092,7,7.4,3113,4,2.16,350,82.98
2010,2670,5.5,8.1,363,8.4,2.15,69,72.68
2010,1152,6.9,7.5,86,3.6,0.4,582,78.08
2010,2198,6.4,7.4,621,37.8,1.79,728,72.68
2010,2671,5.2,7.9,42354,9.5,1.1,253,72.68
2010,2672,6.9,7.4,73,3.5,0.27,659,78.26
2010,2168,3.4,7.4,17842,31.5,3.32,1767,55.82
2010,2676,7.4,8.1,254,2.2,0.15,75,88.02
2010,1151,6.7,7.4,125,3.7,0.4,820,78.08
2010,1462,6.6,7.5,129,3.9,0.4,381,83.7
2010,2685,6.1,7.3,515,5.1,2.02,212,82.98
2010,2686,6.6,7.4,122,3.6,0.46,361,83.7
2010,2687,6.5,7.3,131,3.8,0.79,261,83.7
2010,2688,6.7,7.3,130,3.4,0.57,318,83.7
2010,2689,6.6,7.4,95,3.7,0.53,217,83.7
2010,2696,6.8,7.7,143,3.6,0.43,109,83.7
2010,2199,6.3,7.5,10825,2.9,1.93,101,87.66
2010,2701,7.1,7.4,185,2.2,0.63,80,88.2
2010,2702,6.7,7.5,1439,2.5,1.47,113,87.66
2010,2703,6.6,7.5,185,2.4,0.3,113,88.2
2010,2704,6.7,7.8,3521,2.4,1.02,90,87.66
2010,2706,7.1,7.7,193,3.1,0.53,92,83.52
2010,2707,7.1,7.9,175,3.1,0.47,86,83.52
2010,2708,7.1,7.8,174,3.3,0.44,83,83.52
2010,2709,7.2,7.5,308,4,0.15,468,82.98
2010,1093,6.4,7.7,153,3.6,0.77,592,77.9
2010,1094,7,7.7,111,3.4,0.42,359,83.7
2010,2162,6.6,7.6,209,3.4,0.68,243,83.52
2010,2712,7.5,8.2,296,3.5,0.14,468,83.34
2010,2164,6.9,7.5,119,2.2,0.42,71,88.38
2010,2713,6.8,7.7,116,2.3,1.33,74,88.38
2010,2714,7,7.7,118,2.1,0.5,64,88.38
2010,17,5.2,6.6,453,1.5,0.38,4613,66.52
2010,18,7.2,6.8,35,1.1,0.24,3483,79.64
2010,20,7,7.1,62,0.5,0.44,617,82.94
2010,21,7,7.1,5228,0.6,0.34,455,87.66
2010,42,7.2,7,51,0.6,0.26,522,82.94
2010,43,6.7,6.9,62,1.2,0.46,2193,79.64
2010,1154,6.5,6.5,118,1.1,0.52,3080,72.86
2010,1155,0.6,7,1787,14.1,1.49,17500,33.34
2010,1156,6.6,6.8,49,0.9,0.56,913,79.64
2010,1207,6.8,7.3,67,0.6,0.4,935,82.94
2010,1208,7.3,7.4,104,0.6,0.44,430,88.38
2010,1338,6.5,6.7,39,1.2,0.26,4823,76.34
2010,1339,7.2,6.5,45,0.9,0.46,1825,73.04
2010,1340,7.4,6.9,65,0.9,0.56,1455,79.64
2010,1341,6.5,6.5,60,1,1.62,900,73.04
2010,1342,6.6,6.9,57,0.9,0.37,650,79.64
2010,1384,7.1,7,84,1,0.66,1485,82.76
2010,1442,7.5,6.8,56,1.3,0.6,540,79.64
2010,1443,5.4,6.7,100,0.9,0.42,810,70.54
2010,1563,7,6.9,66,0.7,0.45,900,79.64
2010,1564,7.1,6.9,75,0.6,0.73,583,79.64
2010,1565,6.5,6.7,70,0.9,1.25,800,76.34
2010,1566,6.7,6.6,102,0.8,0.12,900,72.86
2010,1567,7.1,6.8,27,0.6,0.22,198,85.26
2010,1568,6.9,7.1,46,0.5,0.33,373,88.56
2010,1569,6.7,6.8,8291,1,0.53,250,84.36
2010,1570,6.2,7,12342,1.4,0.27,1600,82.04
2010,1571,7.5,7.3,53,0.8,0.31,2225,82.94
2010,1572,7.6,7.3,62,1,0.63,2180,82.94
2010,1573,2.2,6.4,625,2.3,1.29,6505,37.44
2010,2284,7.4,6.7,55,0.7,0.51,1088,76.34
2010,2285,7,6.8,103,0.7,0.43,640,79.46
2010,2286,5.3,6.9,109,1.3,0.66,685,73.84
2010,2287,6.3,7,1392,0.7,0.85,535,82.04
2010,2288,6.7,7,71,0.5,0.29,433,88.56
2010,2289,6,6.4,57,1.4,0.61,303,72.06
2010,2290,4.2,6.6,93,1.7,0.56,385,67.24
2010,2291,5.1,6.7,88,1.9,0.63,713,70.54
2010,2292,5.3,6.4,4912,1.1,0.11,788,59.92
2010,2293,6.9,7,84,0.9,0.08,803,82.76
2010,2294,2.8,7.4,18256,1.6,0.47,2300,53.94
2010,2295,5.3,7.2,9753,0.9,0.26,2650,76.42
2010,2296,6.5,5.8,67,0.4,0.54,520,66.44
2010,2297,6.9,6.1,86,0.6,0.49,183,71.88
2010,2298,7,6.6,59,0.8,0.42,418,78.66
2010,2299,5.6,6.4,7904,1,0.4,278,65.54
2010,2300,6.8,6,55,0.5,0.25,910,66.44
2010,2301,6,5.9,105,1,0.63,195,71.88
2010,2302,6.3,7,2759,1.4,0.22,1400,82.04
2010,1448,6.5,7.6,312,1.1,2.41,354,87.66
2010,2352,6.4,7.7,203,1.1,3.34,357,88.2
2010,1444,7.3,7.3,308,4.2,2.43,185,82.98
2010,1456,6.8,7.8,23761,1.9,0.67,460,87.66
2010,1642,7.5,8.1,228,2.1,0.4,5850,82.4
2010,1643,7.7,8.1,243,1.6,0.71,4450,82.4
2010,2422,7.6,7.9,191,1.4,0.13,1985,82.58
2010,2423,7.5,7.9,237,1.8,0.45,2425,82.4
2010,2424,7.4,7.7,865,1.9,0.3,2675,82.04
2010,2425,6.7,6.9,132,1.2,0.32,1823,79.46
2010,2426,7.1,7.9,211,1.4,0.48,2098,82.58
2010,2427,6.7,7.9,182,1.1,0.24,1510,82.58
2010,2442,7.4,8.8,434,2,0.05,468,81.06
2010,2443,6.4,8.3,565,2,0.05,468,87.66
2010,2444,6.9,8.8,238,4,0.05,468,76.74
2010,2445,6.3,6.6,425,1.8965,0.516,468,77.76
2010,1159,7.4,7,75,1.6,0.05,118,88.56
2010,1160,7.2,6.8,70,1.8,0.09,148,85.26
2010,1161,6.6,7,119,2.5,0.33,374,88.38
2010,1162,6.9,7,236,1.9,0.25,157,88.02
2010,1328,7,6.9,73,1.7,0.4,144,85.26
2010,1329,7.2,6.9,75,1.5,0.2,128,85.26
2010,1330,6.9,7.2,385,2.3,0.13,196,87.66
2010,1450,6.4,7.6,860,3.3,0.4,379,82.98
2010,3026,7.6,6.6,166,2,1.8,140,78.3
2010,3027,6.9,7.2,308,1.9,0.49,170,87.66
2010,3028,6.8,6.7,247,2.1,1.84,500,81.42
2010,3029,6.6,6.9,359,2.3,0.59,280,84.36
2010,1025,6.5,7.6,450,18,12,468,78.3
2010,1026,6.1,7.8,825,16,14,468,78.3
2010,1885,6.5,8.4,240,2.7,0.62,468,88.02
2010,1887,6.9,7.8,480,18,16,468,78.3
2010,1023,5.6,6.7,807,10.8,2,7500,60.46
2010,1024,4.9,6.8,1097,26.5,4.8,46250,46.9
2010,1295,4.9,6.6,834,13.1,2.6,9500,51.54
2010,1473,5.2,6.7,1027,28,5.9,57500,49.22
2010,1718,3.3,7.9,897,1.3,0.97,12,76.42
2010,1719,4.9,8,510,1.2,0.35,8,82.04
2010,1703,5,6.9,1172,25.5,3.8,48750,46.9
2010,1884,4.8,7.8,599,534.5,3.75,5000,47.4
2010,1698,4.7,6.7,906,25.3,7.7,47500,43.6
2010,1699,5.4,6.8,883,15.4,5.1,21750,52.52
2010,1700,5.1,7.6,1069,26.5,6.6,49250,55.82
2010,1701,4.2,7.6,1168,31.8,7.6,46500,50.2
2010,1702,4.8,6.6,905,15,3.3,10500,40.3
2010,1704,4.5,6.6,1269,30.3,4.1,42750,40.3
2010,1705,4.7,6.7,1216,26.8,3.7,31500,43.6
2010,1717,5.2,7.3,465,0.9,0.59,9,87.66
2010,2624,7.8,8.2,410,1.2,0.1,32,93.28
2010,2625,6.7,8.12,396,1.53,0.15,29,93.28
2010,1871,8,8.1,403,0.8,0.1,25,93.28
2010,1424,4.88,7.94,149,2.65,0.516,165,77.14
2010,1457,5.67,7.02,153,1.67,0.516,22,88.2
2010,1458,6,6.9,300,2.23,0.516,91,84.72
2010,1624,6.15,7.45,234,2,0.516,222,88.02
2010,1625,2.7,7.35,357,8.45,0.516,636,44.58
2010,1626,2.98,7.52,422,5.53,0.516,531,49.26
2010,1627,5.48,7.42,180,2.08,0.516,136,82.58
2010,1628,5.13,7.46,162,2.23,0.516,211,82.58
2010,1427,7.85,7.13,254,6.68,3.35,488,78.66
2010,1428,6.58,6.5,655,5.93,4,60,73.08
2010,1631,7.58,7.03,191,2.08,2.65,2900,82.58
2010,1632,8.23,7.05,137,1.4,3.2,323,88.38
2010,1633,8.23,7.38,143,1.55,3.55,360,88.38
2010,2050,6.6,7.3,210,1.3,0.516,242,88.2
2010,2051,6.8,7.2,220,1.5,0.516,97,88.2
2010,2052,6.8,7,317,1.5,0.516,45,93.28
2010,2053,6.4,6.7,323,1.4,0.516,205,81.06
2010,1403,6.5,7.7,146,1.6,0.516,390,88.38
2010,1404,6.2,7.7,176,3.5,0.2,592,77.9
2010,1726,6.3,8,198,4.2,0.3,686,77.9
2009,1150,7.3,7.4,332,0.7,0.3,12,93.28
2009,1246,6.5,7.5,21417,16.4,0.4,37,83.92
2009,2459,6.1,7.3,11855,12.5,18.6,902,72.68
2009,2460,6.3,7.4,24506,136,16.9,698,58.64
2009,2461,5.9,7.5,25343,56.5,7.7,1800,67.06
2009,2462,6.6,7.8,371,1.8965,4.1,1800,82.04
2009,2463,6.2,7.4,368,8,3.2,1075,72.68
2009,2464,6.7,7.7,354,4,2.6,947,77.36
2009,2465,6.8,8,374,21,1.5,1800,72.68
2009,2466,5.9,7.4,7173,12,58.1,607,65.94
2009,1393,7.3,7.4,332,0.7,0.3,12,93.28
2009,1860,5.7,8,601,7.4,0.5,28666,55.82
2009,1861,4.7,8.3,753,3.7,0.5,21333,54.88
2009,1862,5.8,7.8,16177,3,0.5,25000,65.18
2009,1865,2.5,7.5,1108,6,0.6,85,54.88
2009,1148,6.1,8.1,14921,3.2,0.3,23625,66.12
2009,1434,0.6,7.1,3115,36.5,1.7,15425,33.34
2009,1436,3.2,7.8,5073,5.8,0.2,1366,60.5
2009,1438,4.2,8.2,901,6.7,0.4,21500,50.2
2009,2072,2.9,8.3,11405,5.6,0.1,148,54.88
2009,2082,5,7.7,47156,3.1,0.1,114,71.74
2009,1399,7.2,6.3,14100,1.6,0.41,17,76.78
2009,1400,5.5,7.8,401,1.3,0.21,5,93.28
2009,1475,6.2,6.9,11000,1.3,0.48,17,89.98
2009,1476,6.5,6.8,30190,2.3,0.04,8,89.98
2009,1543,8.1,7.7,7400,2.6,0.1,130,87.66
2009,1544,7.8,6.4,609,2.3,0.08,70,71.16
2009,1545,7.8,6.4,90,2,0.516,17,77.5
2009,1546,7.2,6.5,8240,1.6,0.25,46,83.38
2009,1547,4.2,7.6,5543,0.7,0.18,8,82.04
2009,1548,6.5,6.4,505,1.6,0.13,13,76.78
2009,2270,7.4,6.9,3844,2,0.15,10,89.98
2009,2271,5.4,7,7692,1.7,0.92,48,87.66
2009,2272,6.6,7.2,692,1.9,0.34,175,87.66
2009,2273,5.1,7.5,183,2.3,0.38,1754,76.96
2009,2274,7.3,6.8,20640,2.5,0.42,162,84.36
2009,2275,7.2,6.9,5350,2.2,0.28,206,84.36
2009,2276,7,6.8,4800,3,0.32,126,84.36
2009,1092,5.5,7.7,8092,7.6,0.72,800,67.06
2009,1093,6.9,7.6,136,3.8,0.26,309,83.7
2009,1094,6.9,7.7,120,3.9,0.37,280,83.7
2009,1461,6.7,8,111,3.6,0.31,143,83.7
2009,1462,6.9,7.3,229,3.8,0.68,257,83.34
2009,2162,6.8,7.5,171,3.8,0.34,199,83.52
2009,2164,6.9,7.3,183,2.2,1.25,56,88.2
2009,2168,3.3,7.6,29464,19.4,1.78,1536,55.82
2009,2198,5.4,7.2,925,11.7,0.78,512,67.06
2009,2199,6.2,7.2,13848,2.5,4.11,127,87.66
2009,1151,7,7.4,225,3.8,0.26,375,83.52
2009,1152,6.6,8.1,102,3.9,0.26,345,83.7
2009,17,8.1,6.3,1414,1.1,0.31,690,65.54
2009,18,6.9,6.8,41,0.8,0.22,1487,79.64
2009,20,6.9,6.9,78,0.5,0.23,703,79.46
2009,21,6.7,6.9,5507,0.6,0.28,715,78.74
2009,42,7.3,7,49,0.7,0.66,445,88.56
2009,43,6.7,6.7,67,1.3,0.4,1025,76.34
2009,1154,6.5,6.6,109,1.2,0.37,679,72.86
2009,1155,0.7,6.6,4235,12.5,1.48,59417,23.44
2009,1156,6.9,6.5,108,1,0.42,1083,72.86
2009,1338,6.4,6.6,48,1,0.25,603,73.04
2009,1339,7.2,6.7,109,0.8,0.44,1400,76.16
2009,1340,6.8,7.1,61,1.5,0.5,485,88.56
2009,1341,6.1,6.7,244,0.9,0.33,1113,75.8
2009,1342,6.8,7,62,0.6,0.93,434,88.56
2009,1384,7.1,7,59,0.8,0.71,890,82.94
2009,1442,7.4,6.6,64,0.7,0.29,1425,73.04
2009,1443,6.4,7,79,0.8,0.73,493,88.38
2009,1563,7.2,6.7,73,0.9,0.28,2150,76.34
2009,1564,6.2,7,83,0.6,0.93,505,82.76
2009,1565,6.1,6.7,55,1.4,0.55,1450,76.34
2009,1566,6.6,6.5,79,0.8,0.13,650,72.86
2009,1567,6.9,6.7,198,0.3,0.2,180,81.6
2009,1568,7.3,6.5,44,0.5,0.21,400,78.66
2009,1569,6.2,6.6,15738,1,0.93,360,77.76
2009,1570,5.2,7.1,18459,1,0.13,918,76.42
2009,1571,7.4,7,45,1.1,0.11,1933,82.94
2009,1572,7.6,6.7,52,1.1,0.11,963,76.34
2009,1573,2.9,6.3,841,2,1.07,913,37.44
2009,2284,6.6,6.7,72,0.7,0.32,1655,76.34
2009,2285,6.4,6.7,122,0.7,0.34,1630,76.16
2009,2286,5.4,6.6,102,0.9,0.26,1913,67.24
2009,2287,6.2,7,5656,0.9,1.05,289,87.66
2009,2288,6.9,7.1,71,0.5,0.26,246,88.56
2009,2289,6.7,6.5,55,0.9,0.6,500,78.66
2009,2290,5.7,6.7,127,1.9,0.35,473,76.16
2009,2291,6,6.9,77,1.8,0.61,500,85.08
2009,2292,5.2,6.1,4968,1.1,0.14,820,59.92
2009,2293,7.4,6.4,78,1.2,0.12,720,66.26
2009,2294,3.5,7.3,20430,1.3,0.62,1290,65.18
2009,2295,6,7.1,13257,1.1,0.14,1465,82.04
2009,2296,6.4,6.1,62,0.7,0.28,425,72.06
2009,2297,6.6,6.3,59,1,0.16,385,72.06
2009,2298,7.1,6.4,59,0.9,0.13,275,72.06
2009,2299,6.4,7.1,7035,0.8,0.19,195,87.66
2009,2300,7.3,6.2,51,0.9,0.21,340,72.06
2009,2301,6.8,6.5,80,0.8,0.26,100,78.48
2009,2302,6.4,6.7,3131,2.2,0.12,1055,75.44
2009,2303,5.8,6.5,59,1.5,0.13,2788,67.42
2009,2304,5.2,7.2,19885,1.2,0.18,2275,76.42
2009,2305,7.7,6.8,67,0.9,0.08,2257,79.64
2009,2306,5.7,7.2,19085,1.4,0.09,2785,76.42
2009,2307,6.7,6.3,177,1.2,0.2,2807,66.08
2009,2319,6.4,6.4,4165,1.2,0.13,303,71.16
2009,2326,6.2,7.6,498,0.4,0.28,1400,82.04
2009,2331,6.8,7.5,119,0.4,0.18,918,82.76
2009,2332,7.1,7.6,161,0.5,0.19,1675,82.58
2009,2333,5.9,6.7,70,1.7,0.5,428,76.34
2009,2334,5.8,6.5,864,1.5,0.37,876,66.52
2009,2335,4.7,6.6,69,1.8,0.26,1083,61.8
2009,2336,6.5,6.6,1204,1.2,0.24,689,72.14
2009,2337,1.4,6.2,129,2.2,0.48,882,38.16
2009,2338,1.5,6.3,73,1.5,0.12,1225,38.34
2009,1448,7,7.5,226,1.1,2.3,83,88.02
2009,1455,7.7,8.1,330,1.9,0.9,3025,82.04
2009,1456,7.5,7.9,20786,1.3,0.6,868,82.04
2009,1642,7.2,8.2,315,1.7,1.7,4275,82.04
2009,1643,7.6,8.1,301,1.5,0.5,4175,82.04
2009,2422,7.3,8,225,1.3,0.5,2175,82.58
2009,2423,7.4,8,238,1.9,0.2,5975,82.4
2009,2424,7.2,7.7,835,2,0.7,2750,82.04
2009,2425,7.2,7.8,169,1.3,0.4,690,82.58
2009,2426,7,8.1,240,1,0.4,1525,82.4
2009,2427,7.4,8.1,153,1.7,0.5,1105,82.58
2009,2442,7.7,7.8,220,4,11,468,83.52
2009,2443,7.1,7.6,406,3,15.8,468,87.66
2009,2444,6.8,7.4,309,7,15.3,468,78.3
2009,2445,5.1,8.4,4120,3,108.7,468,80.36
2009,1685,7.6,7.9,446,2.6,1.4,468,87.66
2009,1159,7.4,6.8,337,1.3,0.1,208,84.36
2009,1160,7.5,6.7,180,1.3,0.1,176,81.6
2009,1161,6.9,6.8,127,2.4,0.1,357,85.08
2009,1162,7,7,305,1.5,0.1,191,87.66
2009,1328,7.2,6.7,323,1.6,0.1,167,81.06
2009,1329,7.4,6.7,364,1.6,0.1,150,81.06
2009,1330,7.5,7.2,473,2.1,0.1,338,87.66
2009,1450,6.7,7.4,544,2,0.3,253,87.66
2009,1444,7,7.2,286,9.5,0.9,189,78.66
2009,1892,6.4,7,307,1,0.516,507,82.04
2009,1894,6.6,7.1,250,1.5,0.516,544,82.4
2009,2352,6.5,7.9,566,0.9,3.8,32,93.28
2009,1023,6,7.3,755,6,2.1,4950,77.36
2009,1024,4.9,7.4,892,14,4.4,75000,50.2
2009,1025,6.4,7.1,1085,8.5,8.1,468,78.3
2009,1026,5.6,8.1,905,11.5,7.1,468,72.68
2009,1295,5,6.7,813,7.5,2.2,9000,54.84
2009,1473,5.6,7.3,964,14,4.2,70000,55.82
2009,1698,5.7,7.4,968,9.5,3.1,25500,55.82
2009,1699,5.3,7.4,779,10,3.1,52500,55.82
2009,1700,4.8,7.4,825,19,4.6,75000,50.2
2009,1701,2.9,7.3,1035,13,3.9,27500,33.34
2009,1702,4.5,7.2,885,10.5,3.3,12000,50.2
2009,1703,4.8,7.5,896,10,4.1,70000,50.2
2009,1704,3.1,7.6,1130,11.5,4.1,75000,44.58
2009,1705,3.1,7.6,1000,10,3.7,62500,44.58
2009,1884,1.9,8.4,2187,354,5.4,468,36.16
2009,1885,7,7.8,350,2.5,0.516,468,87.66
2009,1887,7.2,6.2,930,8,1.5,468,61.8
2009,1870,5.475,7.82,721.5,6.9,1.26,249,72.68
2009,1717,4.8,7.3,260,0.8,1.1,7,82.4
2009,1424,7.6,7.5,307,1.5,0.516,153,87.66
2009,1457,8.4,7.4,106,1.4,0.516,36,94
2009,1458,9,7.8,221,1.3,0.516,77,88.2
2009,1624,8.7,7.4,318,1.5,0.516,132,87.66
2009,1625,1.9,7.3,537,9.9,0.516,525,44.58
2009,1626,7.7,7.3,550,10.4,0.516,603,72.68
2009,1627,7.9,7.6,185,1.3,0.516,115,88.2
2009,1628,8,7.6,202,2.5,0.516,85,88.2
2009,1925,7.4,7.6,214,1.8,0.516,148,88.2
2009,1926,8.3,7.7,185,2,0.516,75,88.2
2009,1427,9.6,7.1,225,4.4,3,460,83.52
2009,1428,8.8,7.2,131,0.9,0.516,205,88.38
2009,2050,7.4,7.8,272,0.9,0.516,295,88.02
2009,2051,7.5,7.8,327,1.2,0.516,56,87.66
2009,2052,8.1,7.8,365,1.3,0.516,33,93.28
2009,2053,7.9,7.5,350,1.8,0.516,90,87.66
2009,1403,6.6,7.7,143,1.3,0,322,88.38
2009,1404,6.3,7.6,164,2.8,0.1,577,82.58
2009,1726,5.7,7.8,170,3.4,0.2,608,72.28
2009,1631,6.4,7.025,187.63,3.175,2.675,2925,77.9
2009,1633,8.35,7.125,110.75,1.525,3.075,355,88.38
2009,1632,8.45,6.95,104.25,1.2,2.6,312.5,71.88
2008,1393,6.7,7.6,281,1.8965,2.13,468,88.02
2008,1150,7.2,7.8,262,0.28,0.15,50,93.64
2008,1246,4.9,7.4,10362,9.7,0.64,29,72.68
2008,1860,5.1,7.8,530,2.73,0.6,137000,65.18
2008,1861,6,8.2,612,2.28,0.4,68650,70.8
2008,1862,6.1,8.1,8782,1.9,0.43,38667,70.8
2008,1865,1.1,7.8,1076,7.67,0.63,77,50.2
2008,1148,6.8,8,3431,2.8,0.3,49061,70.8
2008,1149,4.5,7.6,1161,7.43,0.53,259,67.06
2008,1435,6,7.3,8838,5.58,0.7,31,88.6
2008,1434,0,7.1,3080,46,4.8,9000,44.58
2008,1438,2.8,7.9,663,5.93,0.97,358000,38.02
2008,1436,5.6,8,1265,2.13,0.1,1693,76.42
